,country,date,decimal,indicator,value
16,"{'id': 'PR', 'value': 'Puerto Rico'}",2002,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",35.2837434094551
17,"{'id': 'PR', 'value': 'Puerto Rico'}",2001,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",35.700587838489
18,"{'id': 'PR', 'value': 'Puerto Rico'}",2000,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",36.1802469951715
19,"{'id': 'PR', 'value': 'Puerto Rico'}",1999,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",36.834202322778
20,"{'id': 'PR', 'value': 'Puerto Rico'}",1998,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",37.5533284115483
21,"{'id': 'PR', 'value': 'Puerto Rico'}",1997,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",38.263928830995
22,"{'id': 'PR', 'value': 'Puerto Rico'}",1996,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",38.8651834616595
23,"{'id': 'PR', 'value': 'Puerto Rico'}",1995,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",39.333496990165
24,"{'id': 'PR', 'value': 'Puerto Rico'}",1994,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",40.0722556152575
25,"{'id': 'PR', 'value': 'Puerto Rico'}",1993,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",40.7649784482292
26,"{'id': 'PR', 'value': 'Puerto Rico'}",1992,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",41.4581495324808
27,"{'id': 'PR', 'value': 'Puerto Rico'}",1991,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",42.2141358510359
28,"{'id': 'PR', 'value': 'Puerto Rico'}",1990,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",43.0536544232001
29,"{'id': 'PR', 'value': 'Puerto Rico'}",1989,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",43.9411129866895
30,"{'id': 'PR', 'value': 'Puerto Rico'}",1988,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",44.9107670243647
31,"{'id': 'PR', 'value': 'Puerto Rico'}",1987,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",45.9170747121776
32,"{'id': 'PR', 'value': 'Puerto Rico'}",1986,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",46.9181355831243
33,"{'id': 'PR', 'value': 'Puerto Rico'}",1985,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",47.9218848177584
34,"{'id': 'PR', 'value': 'Puerto Rico'}",1984,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",49.0070646068989
35,"{'id': 'PR', 'value': 'Puerto Rico'}",1983,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",49.9806084452321
36,"{'id': 'PR', 'value': 'Puerto Rico'}",1982,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",50.8050300978141
37,"{'id': 'PR', 'value': 'Puerto Rico'}",1981,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",51.4864054139589
38,"{'id': 'PR', 'value': 'Puerto Rico'}",1980,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",52.1211818340592
39,"{'id': 'PR', 'value': 'Puerto Rico'}",1979,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",53.0315407685823
40,"{'id': 'PR', 'value': 'Puerto Rico'}",1978,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",53.8360770318283
41,"{'id': 'PR', 'value': 'Puerto Rico'}",1977,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",54.5044675000846
42,"{'id': 'PR', 'value': 'Puerto Rico'}",1976,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",55.1155219892576
43,"{'id': 'PR', 'value': 'Puerto Rico'}",1975,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",55.8887882609831
44,"{'id': 'PR', 'value': 'Puerto Rico'}",1974,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",57.1416990689494
45,"{'id': 'PR', 'value': 'Puerto Rico'}",1973,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",58.560966222014
46,"{'id': 'PR', 'value': 'Puerto Rico'}",1972,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",60.215825850949
47,"{'id': 'PR', 'value': 'Puerto Rico'}",1971,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",62.1124378908888
48,"{'id': 'PR', 'value': 'Puerto Rico'}",1970,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",64.1032844202828
49,"{'id': 'PR', 'value': 'Puerto Rico'}",1969,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",65.3154186185728
50,"{'id': 'PR', 'value': 'Puerto Rico'}",1968,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",66.72682506972
51,"{'id': 'PR', 'value': 'Puerto Rico'}",1967,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",68.1476879861711
52,"{'id': 'PR', 'value': 'Puerto Rico'}",1966,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",69.1918839675949
53,"{'id': 'PR', 'value': 'Puerto Rico'}",1965,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",69.5025604271187
54,"{'id': 'PR', 'value': 'Puerto Rico'}",1964,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",71.2832946973435
55,"{'id': 'PR', 'value': 'Puerto Rico'}",1963,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",73.1581349223762
56,"{'id': 'PR', 'value': 'Puerto Rico'}",1962,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",75.4539104295528
57,"{'id': 'PR', 'value': 'Puerto Rico'}",1961,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",78.350681336207
58,"{'id': 'PR', 'value': 'Puerto Rico'}",1960,0,"{'id': 'SP.POP.DPND.YG', 'value': 'Age dependency ratio, young (% of working-age population)'}",81.7490265475211
